Comprimento de Onda	IRR REAL 2
446,2109492	9,829845723
446,4312569	9,85498053
446,6515785	9,880116923
446,8719139	9,90525489
447,0922631	9,930394432
447,312626	9,955535537
447,5330028	9,980678228
447,7533933	10,00582248
447,9737976	10,03096831
448,1942157	10,05611571
448,4146475	10,08126468
448,6350931	10,10641522
448,8555525	10,13156733
449,0760256	10,15672101
449,2965125	10,18187626
449,5170131	10,20714082
449,7375274	10,23369569
449,9580555	10,26025223
450,1785974	10,28681043
450,3991529	10,31337026
450,6197222	10,33993176
450,8403052	10,3664949
451,060902	10,39305971
451,2815124	10,41962616
451,5021366	10,44619427
451,7227744	10,47276401
451,943426	10,49933542
452,1640913	10,52590848
452,3847702	10,55248317
452,6054629	10,57905953
452,8261692	10,60563752
453,0468892	10,63221717
453,2676229	10,65879846
453,4883703	10,68538141
453,7091313	10,71196599
453,929906	10,73855222
454,1506944	10,7651401
454,3714964	10,79172962
454,5923121	10,81832079
454,8131414	10,8449136
455,0339844	10,87150805
455,254841	10,89810415
455,4757113	10,92470189
455,6965952	10,95130127
455,9174927	10,97790229
456,1384038	11,00450495
456,3593286	11,03110926
456,580267	11,0577152
456,801219	11,08432278
457,0221846	11,110932
457,2431638	11,13754286
457,4641566	11,16415536
457,685163	11,19076949
457,906183	11,21738526
458,1272166	11,24400267
458,3482638	11,27062172
458,5693245	11,29724239
458,7903988	11,3238647
459,0114868	11,35048866
459,2325882	11,37711423
459,4537033	11,40374146
459,6748319	11,43037031
459,895974	11,45700078
460,1171297	11,48363289
460,338299	11,51026664
460,5594818	11,53690202
460,7806781	11,56455553
461,001888	11,59243871
461,2231114	11,6203236
461,4443483	11,64821018
461,6655988	11,67609848
461,8868628	11,70398848
462,1081402	11,73188017
462,3294313	11,75977359
462,5507358	11,7876687
462,7720538	11,81556551
462,9933853	11,84346402
463,2147303	11,87136423
463,4360888	11,89926614
463,6574608	11,92716976
463,8788463	11,95507508
464,1002452	11,98298208
464,3216577	12,0108908
464,5430836	12,03880121
464,7645229	12,06671331
