194.16287968,0.00105425
194.36381481,-0.00066191
194.56476860,-0.00030024
194.76574102,-0.00029325
194.96673208,0.00112525
195.16774177,-0.00091703
195.36877010,0.00086297
195.56981705,0.00049403
195.77088262,0.00045865
195.97196681,0.00040899
196.17306961,0.00147279
196.37419103,0.00004012
196.57533104,0.00018182
196.77648966,0.00004726
196.97766688,0.00004725
197.17886269,0.00005432
197.38007709,0.00086990
197.58131007,-0.00035699
197.78256164,0.00048690
197.98383178,-0.00000249
198.18512050,0.00004729
198.38642778,-0.00001643
198.58775363,0.00162888
198.78909804,-0.00024343
198.99046101,0.00067841
199.19184253,0.00110388
199.39324259,-0.00018676
199.59466121,-0.00004487
199.79609836,0.00056492
199.99755405,0.00035227
200.19902827,0.00056492
200.40052102,-0.00012309
200.60203230,0.00051549
200.80356209,-0.00065487
201.00511040,-0.00003771
201.20667723,-0.00001663
201.40826256,-0.00033578
201.60986639,-0.00049887
201.81148873,0.00080605
202.01312956,-0.00141369
202.21478888,0.00089838
202.41646669,-0.00061943
202.61816298,0.00057204
202.81987776,-0.00052720
203.02161101,0.00110393
203.22336273,0.00018178
203.42513291,0.00097626
203.62692157,-0.00033575
203.82872868,0.00014642
204.03055424,-0.00020806
204.23239826,0.00040177
204.43426072,-0.00033590
204.63614163,0.00053647
204.83804098,-0.00010166
205.03995876,0.00085564
205.24189497,-0.00020093
205.44384961,0.00061467
205.64582267,-0.00066917
205.84781415,0.00108256
206.04982405,0.00055789
206.25185236,0.00106846
206.45389907,-0.00039248
206.65596418,0.00130252
206.85804770,-0.00006611
207.06014960,0.00016072
207.26226990,0.00013939
207.46440859,0.00050821
207.66656565,-0.00087470
207.86874110,0.00073515
208.07093492,-0.00066939
208.27314711,0.00108262
208.47537766,-0.00007341
208.67762658,0.00106850
208.87989385,-0.00017247
209.08217948,0.00048702
209.28448346,-0.00047043
209.48680579,0.00167848
209.68914645,-0.00042790
209.89150545,0.00143732
210.09388279,-0.00054836
210.29627846,0.00154364
210.49869245,-0.00003065
210.70112476,0.00030252
210.90357539,-0.00037841
211.10604434,0.00060759
211.30853159,-0.00038560
211.51103715,0.00051542
211.71356100,0.00084142
211.91610316,0.00063582
212.11866361,0.00000463
212.32124235,0.00106853
212.52383937,-0.00005921
212.72645467,-0.00009466
212.92908825,-0.00026485
213.13174010,0.00012515
213.33441022,-0.00044932
213.53709861,0.00069981
213.73980525,-0.00004505
213.94253016,0.00043728
214.14527331,-0.00048469
214.34803471,0.00056479
214.55081436,-0.00083925
214.75361225,0.00107564
214.95642837,-0.00072584
215.15926273,0.00021029
215.36211531,-0.00022943
215.56498612,0.00025290
215.76787514,-0.00069049
215.97078239,0.00120334
216.17370784,0.00007553
216.37665150,0.00130255
216.57961337,0.00060740
216.78259344,0.00119618
216.98559170,0.00001887
217.18860815,0.00094073
217.39164279,-0.00034268
217.59469561,0.00128129
217.79776661,-0.00036418
218.00085579,0.00030959
218.20396314,-0.00042087
218.40708866,0.00068550
218.61023234,-0.00093136
218.81339417,-0.00005898
219.01657417,0.00004741
219.21977231,0.00077056
219.42298860,-0.00049880
219.62622303,0.00072818
219.82947561,0.00048700
220.03274631,0.00201894
220.23603515,0.00057213
220.43934211,0.00063577
220.64266720,0.00045140
220.84601040,0.00083444
221.04937172,-0.00035707
221.25275115,0.00063575
221.45614869,-0.00004502
221.65956432,0.00074939
221.86299806,-0.00034281
222.06644989,0.00064309
222.26991981,-0.00012997
222.47340781,0.00121042
222.67691390,-0.00045633
222.88043807,0.00137354
223.08398031,0.00083450
223.28754061,0.00070677
223.49111899,0.00033791
223.69471542,0.00132375
223.89832992,0.00014648
224.10196246,0.00091946
224.30561306,0.00014646
224.50928170,0.00050130
224.71296838,0.00004720
224.91667310,0.00047277
225.12039586,-0.00090298
225.32413664,0.00073514
225.52789545,0.00024582
225.73167228,0.00008988
225.93546712,0.00010394
226.13927998,0.00091942
226.34311085,0.00009688
226.54695972,0.00023870
226.75082659,-0.00093168
226.95471146,0.00003321
227.15861432,-0.00024350
227.36253517,0.00044447
227.56647401,-0.00053432
227.77043082,0.00018207
227.97440561,0.00028839
228.17839838,0.00061453
228.38240911,-0.00008760
228.58643780,0.00062888
228.79048446,-0.00038539
228.99454907,-0.00017969
229.19863163,0.00055083
229.40273215,0.00113943
