194,1628797;0,00105425
194,3638148;-0,00066191
194,5647686;-0,00030024
194,765741;-0,00029325
194,9667321;0,00112525
195,1677418;-0,00091703
195,3687701;0,00086297
195,5698171;0,00049403
195,7708826;0,00045865
195,9719668;0,00040899
196,1730696;0,00147279
196,374191;0,00004012
196,575331;0,00018182
196,7764897;0,00004726
196,9776669;0,00004725
197,1788627;0,00005432
197,3800771;0,0008699
197,5813101;-0,00035699
197,7825616;0,0004869
197,9838318;-0,00000249
198,1851205;0,00004729
198,3864278;-0,00001643
198,5877536;0,00162888
198,789098;-0,00024343
198,990461;0,00067841
199,1918425;0,00110388
199,3932426;-0,00018676
199,5946612;-0,00004487
199,7960984;0,00056492
199,9975541;0,00035227
200,1990283;0,00056492
200,400521;-0,00012309
200,6020323;0,00051549
200,8035621;-0,00065487
201,0051104;-0,00003771
201,2066772;-0,00001663
201,4082626;-0,00033578
201,6098664;-0,00049887
201,8114887;0,00080605
202,0131296;-0,00141369
202,2147889;0,00089838
202,4164667;-0,00061943
202,618163;0,00057204
202,8198778;-0,0005272
203,021611;0,00110393
203,2233627;0,00018178
203,4251329;0,00097626
203,6269216;-0,00033575
203,8287287;0,00014642
204,0305542;-0,00020806
204,2323983;0,00040177
204,4342607;-0,0003359
204,6361416;0,00053647
204,838041;-0,00010166
205,0399588;0,00085564
205,241895;-0,00020093
205,4438496;0,00061467
205,6458227;-0,00066917
205,8478142;0,00108256
206,0498241;0,00055789
206,2518524;0,00106846
206,4538991;-0,00039248
206,6559642;0,00130252
206,8580477;-0,00006611
207,0601496;0,00016072
207,2622699;0,00013939
207,4644086;0,00050821
207,6665657;-0,0008747
207,8687411;0,00073515
208,0709349;-0,00066939
208,2731471;0,00108262
208,4753777;-0,00007341
208,6776266;0,0010685
208,8798939;-0,00017247
209,0821795;0,00048702
209,2844835;-0,00047043
209,4868058;0,00167848
209,6891465;-0,0004279
209,8915055;0,00143732
210,0938828;-0,00054836
210,2962785;0,00154364
210,4986925;-0,00003065
210,7011248;0,00030252
210,9035754;-0,00037841
211,1060443;0,00060759
211,3085316;-0,0003856
211,5110372;0,00051542
211,713561;0,00084142
211,9161032;0,00063582
212,1186636;0,00000463
212,3212424;0,00106853
212,5238394;-0,00005921
212,7264547;-0,00009466
212,9290883;-0,00026485
213,1317401;0,00012515
213,3344102;-0,00044932
213,5370986;0,00069981
213,7398053;-0,00004505
213,9425302;0,00043728
214,1452733;-0,00048469
214,3480347;0,00056479
214,5508144;-0,00083925
214,7536123;0,00107564
214,9564284;-0,00072584
215,1592627;0,00021029
215,3621153;-0,00022943
215,5649861;0,0002529
215,7678751;-0,00069049
215,9707824;0,00120334
216,1737078;0,00007553
216,3766515;0,00130255
216,5796134;0,0006074
216,7825934;0,00119618
216,9855917;0,00001887
217,1886082;0,00094073
217,3916428;-0,00034268
217,5946956;0,00128129
217,7977666;-0,00036418
218,0008558;0,00030959
218,2039631;-0,00042087
218,4070887;0,0006855
218,6102323;-0,00093136
218,8133942;-0,00005898
219,0165742;0,00004741
219,2197723;0,00077056
219,4229886;-0,0004988
219,626223;0,00072818
219,8294756;0,000487
220,0327463;0,00201894
220,2360352;0,00057213
220,4393421;0,00063577
220,6426672;0,0004514
220,8460104;0,00083444
221,0493717;-0,00035707
221,2527512;0,00063575
221,4561487;-0,00004502
221,6595643;0,00074939
221,8629981;-0,00034281
222,0664499;0,00064309
222,2699198;-0,00012997
222,4734078;0,00121042
222,6769139;-0,00045633
222,8804381;0,00137354
223,0839803;0,0008345
223,2875406;0,00070677
223,491119;0,00033791
223,6947154;0,00132375
223,8983299;0,00014648
224,1019625;0,00091946
224,3056131;0,00014646
224,5092817;0,0005013
224,7129684;0,0000472
224,9166731;0,00047277
225,1203959;-0,00090298
225,3241366;0,00073514
225,5278955;0,00024582
225,7316723;0,00008988
225,9354671;0,00010394
226,13928;0,00091942
226,3431109;0,00009688
226,5469597;0,0002387
226,7508266;-0,00093168
226,9547115;0,00003321
227,1586143;-0,0002435
227,3625352;0,00044447
227,566474;-0,00053432
227,7704308;0,00018207
227,9744056;0,00028839
228,1783984;0,00061453
228,3824091;-0,0000876
228,5864378;0,00062888
228,7904845;-0,00038539
228,9945491;-0,00017969
229,1986316;0,00055083
229,4027322;0,00113943
229,6068506;-0,00005201
229,810987;0,00060756
230,0151413;-0,00067626
230,2193136;0,00082736
230,4235038;0,00051522
230,6277119;0,00109677
230,8319379;-0,00064075
