250,0	0,04663
261,1	0,08681905
272,2	0,150057487
283,3	0,244142445
294,3	0,377666244
305,4	0,55967
316,5	0,799277629
327,6	1,105260116
338,7	1,485703659
349,8	1,947660942
360,8	2,49689
371,9	3,137651176
383,0	3,872599455
394,1	4,702719596
405,2	5,627348014
416,3	6,64424
427,3	7,749697516
438,4	8,938698016
449,5	10,20509206
460,6	11,54178132
471,7	12,94092
482,8	14,39408442
493,8	15,8925038
504,9	17,42718677
516,0	18,98910145
527,1	20,56931
538,2	22,15909196
549,3	23,75004239
560,3	25,33416023
571,4	26,90391288
582,5	28,45229
593,6	29,97282432
604,7	31,45964384
615,8	32,90745285
626,8	34,31154768
637,9	35,66781
649,0	36,97267246
660,1	38,22313785
671,2	39,4167149
682,3	40,55140995
693,3	41,62569
704,4	42,63846323
715,5	43,58902113
726,6	44,4770304
737,7	45,30248767
748,8	46,06569
759,9	46,76720272
770,9	47,40783158
782,0	47,9885922
793,1	48,51068417
804,2	48,97547
815,3	49,38442964
826,4	49,73918237
837,4	50,04142299
848,5	50,29292511
859,6	50,49552
870,7	50,65108141
881,8	50,76151146
892,9	50,8287286
903,9	50,85465642
915,0	50,84121
926,1	50,79030647
937,2	50,70381913
948,3	50,5836092
959,4	50,43150101
970,4	50,24928
981,5	50,03869388
992,6	49,80143881
1003,7	49,53916717
1014,8	49,25348016
1025,9	48,94593
1036,9	48,6180046
1048,0	48,27115511
1059,1	47,90676711
1070,2	47,52617469
1081,3	47,13066
1092,4	46,72144244
1103,4	46,29970168
1114,5	45,86655604
1125,6	45,42307462
1136,7	44,97028
1147,8	44,50913007
1158,9	44,04055797
1170,0	43,56543471
1181,0	43,08458994
1192,1	42,59881
1203,2	42,10883677
1214,3	41,61537434
1225,4	41,11908529
1236,5	40,62059477
1247,5	40,12049
1258,6	39,61932892
1269,7	39,11762729
1280,8	38,6158744
1291,9	38,11452737
1303,0	37,61401
1314,0	37,11473337
1325,1	36,61705873
1336,2	36,12133711
1347,3	35,62789137
1358,4	35,13702
1369,5	34,64900428
1380,5	34,16409737
1391,6	33,68253735
1402,7	33,20454229
1413,8	32,73031
1424,9	32,26003088
1436,0	31,79386509
1447,0	31,33196714
1458,1	30,87447485
1469,2	30,42151
1480,3	29,97319171
1491,4	29,52961196
1502,5	29,09086146
1513,5	28,65701775
1524,6	28,22815
1535,7	27,80431123
1546,8	27,38555567
1557,9	26,97192252
1569,0	26,56344487
1580,0	26,16015
1591,1	25,76205228
1602,2	25,36916883
1613,3	24,98150468
1624,4	24,59906083
1635,5	24,22183
1646,6	23,84981244
1657,6	23,48298534
1668,7	23,12133411
1679,8	22,76483719
1690,9	22,41347
1702,0	22,06720243
1713,1	21,72600466
1724,1	21,38984185
1735,2	21,05867712
1746,3	20,73247
1757,4	20,41118284
1768,5	20,09476857
1779,6	19,78318329
1790,6	19,47638027
1801,7	19,17431
1812,8	18,87692695
1823,9	18,5841765
1835,0	18,2960083
1846,1	18,01236978
1857,1	17,73321
1868,2	17,45846763
1879,3	17,18809537
1890,4	16,9220357
1901,5	16,66023315
1912,6	16,40263
1923,6	16,14917613
1934,7	15,89980954
1945,8	15,65447595
1956,9	15,41311914
1968,0	15,17568
1979,1	14,94211116
1990,1	14,71234794
2001,2	14,48633749
2012,3	14,2640243
2023,4	14,04535
2034,5	13,83026904
2045,6	13,61871748
2056,7	13,41064425
2067,7	13,20599556
2078,8	13,00472
2089,9	12,8067589
2101,0	12,61206564
2112,1	12,42058638
2123,2	12,23226976
2134,2	12,04706
2145,3	11,86492155
2156,4	11,68578993
2167,5	11,50962091
2178,6	11,33636589
2189,7	11,16598
2200,7	10,99840655
2211,8	10,83360806
2222,9	10,67153525
2234,0	10,51214257
2245,1	10,35539
2256,2	10,20121846
2267,2	10,049599
2278,3	9,900483637
2289,4	9,753829904
2300,5	9,60960
2311,6	9,467740604
2322,7	9,32822322
2333,7	9,191003827
2344,8	9,056043051
2355,9	8,92330
2367,0	8,792742894
2378,1	8,664327793
2389,2	8,53801986
2400,2	8,413782723
2411,3	8,29158
2422,4	8,171378275
2433,5	8,05314113
2444,6	7,936835101
2455,7	7,822426693
2466,7	7,70988
2477,8	7,599171537
2488,9	7,49026056
2500,0	7,383118734
