899	4.651204	
900	4.681514	
901	4.711825	
902	4.742136	
903	4.772446	
904	4.802756	
905	4.826159	
906	4.827927	
907	4.829694	
908	4.831461	
909	4.833229	
910	4.834996	
911	4.836763	
912	4.856679	
913	4.880131	
914	4.903582	
915	4.927033	
916	4.950484	
917	4.973936	
918	4.993499	
919	5.007992	
920	5.022485	
921	5.036978	
922	5.051471	
923	5.065964	
924	5.07973	
925	5.070766	
926	5.061802	
927	5.052838	
928	5.043874	
929	5.03491	
930	5.025947	
931	5.024388	
932	5.027196	
933	5.030005	
934	5.032813	
935	5.035622	
936	5.03843	
937	5.039227	
938	5.033216	
939	5.027205	
940	5.021194	
941	5.015182	
942	5.009171	
943	5.00316	
944	4.996666	
945	4.990073	
946	4.983479	
947	4.976886	
948	4.970293	
949	4.963699	
950	4.960949	
951	4.963293	
952	4.965637	
953	4.967981	
954	4.970325	
955	4.972669	
956	4.974946	
957	4.975177	
958	4.97541	
959	4.975641	
960	4.975873	
961	4.976105	
962	4.976337	
963	4.973061	
964	4.967776	
965	4.962491	
966	4.957206	
967	4.951921	
968	4.946636	
969	4.94224	
970	4.940659	
971	4.939077	
972	4.937495	
973	4.935914	
974	4.934332	
975	4.932751	
976	4.932043	
977	4.931493	
978	4.930943	
979	4.930393	
980	4.929843	
981	4.929294	
982	4.928249	
983	4.926604	
984	4.92496	
985	4.923316	
986	4.921671	
987	4.920027	
988	4.918223	
989	4.913929	
990	4.909634	
991	4.905339	
992	4.901044	
993	4.896749	
994	4.892454	
995	4.893791	
996	4.897913	
997	4.902036	
998	4.906158	
999	4.910281	
1000	4.914403	
1001	4.915875	
1002	4.910494	
1003	4.905114	
1004	4.899734	
1005	4.894353	
1006	4.888973	
1007	4.883592	
1008	4.87983	
1009	4.876268	
1010	4.872705	
1011	4.869143	
1012	4.865581	
1013	4.862019	
1014	4.86071	
1015	4.861637	
1016	4.862565	
1017	4.863492	
1018	4.864419	
1019	4.865345	
1020	4.866057	
1021	4.865107	
1022	4.864157	
1023	4.863207	
1024	4.862257	
1025	4.861308	
1026	4.860358	
1027	4.858746	
1028	4.856887	
1029	4.855029	
1030	4.85317	
1031	4.851312	
1032	4.849453	
1033	4.846207	
1034	4.840315	
1035	4.834422	
1036	4.82853	
1037	4.822638	
1038	4.816745	
1039	4.810853	
1040	4.807652	
1041	4.804563	
1042	4.801474	
1043	4.798385	
1044	4.795296	
1045	4.792208	
1046	4.789717	
1047	4.787665	
1048	4.785613	
1049	4.78356	
1050	4.781508	
1051	4.779456	
1052	4.777314	
1053	4.774801	
1054	4.772289	
1055	4.769776	
1056	4.767264	
1057	4.764751	
1058	4.762239	
1059	4.75767	
1060	4.752634	
1061	4.747598	
1062	4.742562	
1063	4.737526	
1064	4.732491	
1065	4.728035	
1066	4.72433	
1067	4.720626	
1068	4.716921	
1069	4.713216	
1070	4.709511	
1071	4.70591	
1072	4.704021	
1073	4.70213	
1074	4.700241	
1075	4.698351	
1076	4.696461	
1077	4.694571	
1078	4.689876	
1079	4.68386	
1080	4.677844	
1081	4.671829	
1082	4.665813	
1083	4.659797	
1084	4.655524	
1085	4.655257	
1086	4.654991	
1087	4.654724	
1088	4.654458	
1089	4.654191	
1090	4.653925	
1091	4.648983	
1092	4.643678	
1093	4.638373	
1094	4.633068	
1095	4.627763	
1096	4.622458	
1097	4.617917	
1098	4.61399	
